Cluster_Original;Descricao_Item;Preco_Pago_Real;Preco_Justo_Estimado;Quantas_Vezes_Mais_Caro;ano;unidade_gestora
15;demanda por servicos de revitalizacao de placas em acrilico as quais contem regramento de utilizacao do portico detector de metais nas recepcoes das unidades ministeriais do estado de ms;389.90;77.24;5.00;2017;
10;rolo poliamida 23cm brocha para pintura 17x7cm suporte de aco 23cm tinta acrilica 18l tinta vinil 18l e massa corrida 27kg material utilizado para pintura do muro e continuacao da pintura das salas;372.10;73.78;5.00;2016;
16;aquisicao de pecas hidraulicas necessarias a manutencao emergencial do imovel residencial;498.00;98.75;5.00;2019;pgr
6;aquisicao de materiais de limpeza devido a nao entrega dos produtos pela contratada atenas;599.65;118.95;5.00;2020;prsp
3;impressao de camisas para a procuradoria regional eleitoral;300.00;59.58;5.00;2018;
4;necessidade de manutencao da bateria e autorizacao da secretaria estadual;360.00;71.50;5.00;2021;prro
13;caixas de arquivo morto para o cartorio pilhas para reposicao;387.76;77.02;5.00;2021;prrj
15;servico de concerto do portao de acesso de veiculos do predio sede do mpf;500.00;99.47;5.00;2020;prse
6;aquisicao de materiais de limpeza em decorrencia do descumprimento das clausulas primeira e segunda do contrato n042018 no que concerne ao fornecimento dos materiais para a prac;738.26;146.93;5.00;2019;prac
17;"deslocamento tecnico e mao de obra para remanejamento de 08 ramais
deslocamento tecnico e mao de obra para remanejamento de 02 ramais
";550.00;109.48;5.00;2016;
18;os materiais de construcao destinamse a realizacao de manutencoes na prsc e as pilhas a uso em fechaduras eletronicas cofres e outros aparelhos da prsc;451.65;89.90;5.00;2019;prsc
2;tratase de aquisicao de material para adequar a procuradoria da republica em itajai a medidas de combate ao covid 19;430.00;85.67;5.00;2020;prsc
4;adquirido conforme despacho 57282018 da secretaria estadual;512.80;102.18;5.00;2018;
17;aquisicao de materiais necessarios para conclusao da instalacao dos aparelhos de ar condicionado do 11 pavimento;444.00;88.50;5.00;2018;
19;em razao de fortes chuvas no inicio do corrente ano no municipio de irece foi constatado a queima de 01 refletor de led 100 watts dentre 03 em funcionamento razao pela qual se fez necessaria a substituicao;400.00;79.82;5.00;2020;prba
2;aquisicao de 50 un displays de uso para orientacoes do coronavirus na prr4 portal de pedidos n 19661  ascomprr4;450.00;89.87;5.00;2020;prr4 regiao
9;aquisicao de luvas e tes em pvc marrom dn 60 mm e reparos para valvula de descarga necessarios para manutencao corretiva nas instalacoes hidraulicas da pgr;500.00;99.90;5.00;2020;pgr
17;conserto de 03 microondas da prma;400.00;79.99;5.00;2018;
17;manutencao do sistema de vigilancia da prmpatospb;400.00;80.03;5.00;2019;prpb
10;arco de serra thompson alicate universal tramontina jogo good year chave trena good year emborrachada cola tekbond 793 20 g caixa de ferramentas c sobre anti ferrugem white lub martelo tramontina hobb parafuso chiboard ch bc 35   bucha p fixacao plastica n 8 iv caixa para massa preta max parafuso chiboard ch bc 35;149.00;29.83;5.00;2016;
10;cavalete em madeira;220.00;44.08;5.00;2016;
17;servicos tecnico de eletricista para substituicao de cabos e manutencao nas instalacoes eletricas do ar condicionado da sala do cartorio da prm feira de santana;400.00;80.20;5.00;2021;prba
14;servicos de troca de vidros no auditorio 2 x 27000;540.00;108.39;5.00;2016;
4;teclados e pilha alcalina;205.30;41.28;5.00;2016;
17;substituicao de reguas eletricas presentes atualmente no rack do data center da prr3 que estao apresentando falhas de alimentacao de energia;581.04;116.86;5.00;2018;
19;para reposicao;383.00;77.09;5.00;2020;prr4 regiao
7;aquisicao de gas de cozinha;420.00;84.61;5.00;2021;prpb
6;atender a pequenas demandas de servicos em beneficio da prpi;412.50;83.15;5.00;2019;prpi
0;oleo hidraulico para o elevador de veiculos;460.00;92.81;5.00;2021;prrj
18;compra de material para reparos de manutencao predial na prm monteiro;315.00;63.60;5.00;2021;prpb
17;compra de kit da central de alarme 3008 sirene e bateria  01 unidade;358.30;72.43;4.90;2016;
3;cartucho para atender a divisao de arquitetura e engenharia em razao de nao possuirmos em nosso almoxarifado;330.00;66.74;4.90;2019;prrj
14;aplicacao de pelicula branca jateada nos vidros da claraboia mais proxima do auditorio para melhoria da apresentacao do espaco que abrigara a galeria dos procuradoreschefes;530.00;107.20;4.90;2019;prr4 regiao
10;lixa rolo suvinil piso e trinchas;212.37;43.00;4.90;2016;
3;compra de banner com o logotipo do mpf para utilizacao em entrevistas aos veiculos de comunicacao como fundo de composicao;350.00;70.89;4.90;2019;prsc
17;compra de material para instalacao de sistema de videomonitoramento na sala do agente de seguranca cabo hdmi fio eletrico e componentes para montagem de extensao alem de pilhas para troca;315.30;63.86;4.90;2019;prsc
12;aquisicao de cabo p2p10 20 metros  santo angelo para uso no auditorio da prsc;240.00;48.64;4.90;2021;prsc
12;kit 4 rodizios de nylon;189.90;38.51;4.90;2016;
9;servico de reparo na caixa de agua da prm;398.90;81.00;4.90;2018;
8;p realizacao de reparo na base das cadeiras do miniauditorio que estao bambas;373.08;75.87;4.90;2019;prsc
9;registro gaveta 1510;361.98;73.77;4.90;2016;
6;1 defletor solicitado pela pre outro pelo nmsg;498.49;101.86;4.90;2018;
17;aquisicao de canaletas para instalacao eletrica em gabinete do predio sede da prpr;366.17;74.87;4.90;2019;prpr
10;compra de cantoneira de ferro galvanizado 1  200 unidades;160.00;32.71;4.90;2016;
16;aquisicao de vaso sanitario acoplado para substituicao de outro vaso que estava em utilizacao no banheiro suite do gabinete da prm tal aparelho substituido apresentou rachaduras e estava com sua qualidade comprometida;400.00;82.10;4.90;2021;prpi
12;compra de papel interfolha branco camelia 1000 fl  13 unidades;220.74;45.32;4.90;2016;
1;necessidade de sonorizacao em audiencia publica realizada na prmnova friburgo;380.00;78.17;4.90;2019;prrj
6;aquisicao de mascaras com filtro nao disponiveis em estoque na prrj;288.00;59.25;4.90;2018;
13;conserto de mesa de som behringer;280.00;57.61;4.90;2016;
16;lampadas  led  bulbo  item  necessario  para  substituicao  de  lampadasqueimadas nos corredores dos pavimentos terreo e primeiro andar sem  considerar  possivelarmazenamento    de  sobra  para  estoque a  situacao  dos  ambientes  atualmente  devido  aqueima  sem  reposicao compromete  a  seguranca  e  a  iluminacao  minima  necessaria  paraviabilizar  o  transito  de  pessoas  no  localjogo de alizar necessario para se cobrir a fresta que se formou entre as duasfolhas apos a instalacao da porta camarao no banheiro pne construido na sala 217 o alisarfara  o  acabamento  que  cobrira  a  fresta  necessario  para  se  garantir  a  privacidade  do usuario do banheiro;372.72;76.75;4.90;2020;prdf
19;aquisicao emergencial de lampadas tubulares de led para as salas e corredor da prmmacae;332.88;68.55;4.90;2021;prrj
11;compra de furadeira e fita fixa forte;219.80;45.31;4.80;2019;prrj
19;nao ha disponibilidade no estoque da selog na prpb;306.50;63.20;4.80;2019;prpb
10;servicos de molduras de quadro;292.00;60.23;4.80;2019;prrj
16;aquisicao de duas torneiras pressmatic compact de mesa para uso no banheiro masculino do 8 andar do predio sede da prpr;340.00;70.21;4.80;2017;
15;portao eletronico de acesso a prm nao funcionava foi feito dois orcamentos para conserto que incluiam ajustes na cremalheira e pinhao troca de sensor de fim de curso o portao e acionado por controle remoto o controle permite manter a seguranca da prmservidores no acesso de pessoasveiculos ao abrir o portao a distancia o vigilante pode manter a seguranca do predio sem se expor;350.00;72.34;4.80;2019;prrs
13;itens para instalacao de novos switchs;489.42;101.61;4.80;2019;prsc
1;aquisicao de passagens de balsa e viatura e passageiros para cumprimento de diligencia com procurador da republica e assessoria em viagem ao municipio de gurupa no arquipelago do marajo;209.71;43.61;4.80;2017;
12;compra de calha brilhante 2 x40 m 02 unidades;221.86;46.14;4.80;2016;
9;aquisicao de assento sanitario para uso em banheiro de pessoas com necessidades especiais;299.90;62.41;4.80;2020;prrj
5;considerando a falha da empresa riomix foi necessario comprar papel higienico para uso na prm;279.84;58.30;4.80;2019;prsp
9;carburador cortador de grama e mola da partida 55 65 hp;316.00;65.87;4.80;2016;
18;aquisicao de pilhas testador de pilhas e pote para armazenamento de pilhas no auditorio da prsc;216.60;45.16;4.80;2021;prsc
9;substituicao valvula mictorio;310.00;64.79;4.80;2021;prsc
15;servico de manutencao de porta de vidro temperado da recepcao dos servidores;300.00;62.70;4.80;2018;
13;servico de confeccao de placa de homenagem;270.00;56.45;4.80;2016;
3;materiais utilizados nas obras para inauguracao da prm sao goncalo;398.00;83.33;4.80;2017;
3;compra de detector de fumaca para a prm campina grande;489.80;102.78;4.80;2021;prpb
3;solicitacao de compra por parte do nuasbeservico medico de tiras de teste para glicemia para utilizacao na feira de saude da prr1;288.53;60.57;4.80;2016;
19;manutencao eletriica e hidraulica necessaria devido a vazamentos e queima de reatores;400.00;83.98;4.80;2017;
19;conserto do projetor datashow para atender as demandas deste orgao;370.00;77.68;4.80;2017;
6;os materiais de limpeza para o mes de agosto nao foram entregues pela empresa atenasa ausencia de materiais de limpeza inviabiliza a execucao dos servicos de limpeza asseio e conservacaoalem disso a ausencia de alguns materiais compromete o protocolo de combate ao corona virus adotado pela prm;600.00;126.30;4.80;2020;prsp
9;tabuleiro bomboniere taca inclinada bandeja garfo e vaso de vidro;317.17;66.79;4.70;2016;
18;material predial;288.00;60.71;4.70;2020;prr5 regiao
3;contratacao de servicos de impermeabilizacao na coberta de souza;400.00;84.36;4.70;2019;prpb
3;pasta de arquivo para secao de arquivologia em razao de nao possuirmos em nosso almoxarifado;345.00;72.76;4.70;2021;prrj
1;conserto frigobar do gabinete dr eduardo andre;274.00;57.81;4.70;2019;prrj
2;acrilico semibrilho e colorante;389.00;82.10;4.70;2016;
6;compra de papel toalha para higienizacao de copos;330.00;69.65;4.70;2019;prmt
11;parafusos buchas chave mandril fita dupla face;173.00;36.65;4.70;2016;
1;conserto do frigobar do dr julio de castilhos;280.00;59.38;4.70;2020;pres
16;2 duas caixas de descarga acoplada material utilizado para substituicao das caixas de descarga danificadas na nova sala da divisao de seguranca organica e transporte  disegot e do gabinete 1003 do edificiosede da prr 5 regiao;384.00;81.47;4.70;2016;
16;para execucao de servicos de pintura;360.00;76.52;4.70;2021;prrj
1;aquisicao de certificados para o evento do dia do servidor publico;406.60;86.59;4.70;2021;prrj
7;necessidade de aquisicao de agua para a prm de barra do garcas em razao de inexistencia de contrato;372.14;79.33;4.70;2018;
8;"manutencao em sanitarios colagem de pisos e substituicao de lampadas queimadas no predio da prsc
 o item solvente e flanela foi solicitado pela cojud";291.30;62.20;4.70;2018;
1;servico de aluguel de lancha para conducao de servidores no trecho limoeiro do ajurupa a sao sebastiao da boa vistapa;337.08;71.98;4.70;2017;
17;conserto de motor bomba;380.00;81.22;4.70;2016;
10;borrachas diversas carimbo preto;300.00;64.21;4.70;2016;
13;necessidade de copias de chaves e troca de segredo;206.00;44.16;4.70;2019;pres
17;materiais para o servico de acabamento do muro do predio da prmpicos e para adaptacoes na rede eletrica do predio da ptmpicos onde a prm ficou provisoriamente instalada ate o termino da reforma;392.80;84.29;4.70;2018;
6;bomba queimada demanda urgente poderia interromper o expediente da prro nao ha contrato vigente para atender a demanda;500.00;107.35;4.70;2018;
15;fechadura c90 dupla;236.00;50.67;4.70;2019;prr3 regiao
16;bomba de pressurizacao que resolvera o problema da baixa pressao de agua que afeta o bebedouro do 11 andar;454.00;97.55;4.70;2018;
8;areia lavada brita varao de ferro durepox e cimento;234.10;50.34;4.60;2016;
14;servico confeccao de trilho com carrinho para persiana vertical;280.00;60.22;4.60;2016;
12;envelope saco 31 x 41 na 240 unidades;204.00;43.88;4.60;2017;
10;servico de rebobinemnto com servico de torno com adaptaca para rolamento;250.00;53.92;4.60;2016;
16;necessidade urgente de realizar a troca da fiacao eletrica da bomba dgua da sede da pres que estava sem agua no predio inteiro;565.50;122.05;4.60;2021;pres
17;aquisicao de disjuntor fitas isolantes e cabos fexiveis;307.25;66.31;4.60;2017;
17;servico de manutencao eletrica;219.80;47.47;4.60;2016;
10;aquisicao de diversos materiais de consumo como por exemplo assadeira de aluminio cabo flex tomada e plug parafusos e buchas lixa de ferro ralo para pia e 1 litro de thinner;141.05;30.49;4.60;2019;prsc
12;compra de laminas de pvc para persianas  09 unidades;200.00;43.24;4.60;2016;
0;servico de limpeza e higienizacao de 6 viaturas oficiaisc4 pallas kvy7393palio lld1862linea lpx2882linea lld1888palio kgp9628s10 kuz7736;350.00;75.68;4.60;2019;prrj
17;um capacitor partida 15uf;250.00;54.06;4.60;2016;
7;recarga de extintores de incendio conforme autorizacao anexa em razao da prm nao conseguido proposta valida;495.00;107.11;4.60;2021;prrj
19;para atender a manutencao da prm niteroi e que o almoxarifado nao dispoe dos materiais necessarios;308.55;66.88;4.60;2017;
17;servico de manutencao eletrica;219.00;47.47;4.60;2016;
4;aquisicao de pequena monta;544.00;118.04;4.60;2018;
4;despesas eventual de pequena monta sem cobertura contratual;375.00;81.42;4.60;2017;
11;compra de pilha para os termometros fita dupla face para fixacao dos acrilicos de protecao fita demarcacao para sinalizacao;228.30;49.65;4.60;2020;prsc
15;servico de aplicacao de insulfilme nas janelas e portas de vidro da guarita;380.00;82.69;4.60;2018;
1;atender demanda do gabinete do procuradorgeral da republica viagem ao exterior;300.00;65.28;4.60;2021;pgr
17;reparo em instalacao eletrica do ar concionado da sala do cartorio  terreo conforme solicitacao do coordenador desta prm compra de 25 metros de cabos eletricos;325.00;70.78;4.60;2021;prba
17;material de consumo para construir embalar o disjuntor da subestacao;285.00;62.08;4.60;2021;prac
19;nao ha disponibiliadde no estoque da selog;290.00;63.20;4.60;2018;
13;demanda por copias especiais para atender demanda da assessoria especialengenharia copia de plantas e projetos de engenharia;211.00;46.01;4.60;2018;
8;aquisicao de dois pacotes de massa pronta  com 20kg cada dois niple paralelo crosca na medida de 114 uma valvula de descarga hidra max todos para serem utilizados no reparo do wc da ft  lj;255.88;55.87;4.60;2018;
4;atendendo despesas de pequeno vulto por falta de disponibilizacao em estoque ou servico;300.00;65.69;4.60;2017;
17;para instalacao na sala de amamentacao;295.80;64.84;4.60;2019;prr4 regiao
2;p afericao de temperatura corporal de quem ingressar na prsc medida adotada no ambito das medidas de prevencao ao contagio da covid19 na referida procuradoria;538.00;118.03;4.60;2020;prsc
10;p substituicao de recipientes de sabonete liquido e de alcool gel da p rsc que se encontram danificados;344.40;75.56;4.60;2020;prsc
3;atender demanda de trabalho urgente da 6 camara de coordenacao e revisao relativo a emolduramento de certificados de gestao de qualidade;323.00;70.87;4.60;2017;
12;envelope saco 24 x 34 e 18 x 25 para atender a demanda do orgao;277.00;60.81;4.60;2017;
